name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,MealType,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Sangai Hotel,"9, Devarabeesanahalli, Outer Ring Road, Near Sobha Apartments, Bellandur, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.66,"9, Devarabeesanahalli, Outer Ring Road, Near Sobha Apartments, Bellandur",     ,0.0,+91 80952 74672,,,,
Rasoiis Restaurant,"#32, Cholanayakanahalli R T Nagar Post, Opposite Sbi Bank, Bengaluru 560032 India",India,560032,Karnataka,Chinese Indian Cafe      ,,   ,                       ,                            ,13.03,77.6,"#32, Cholanayakanahalli, R T Nagar Post, Opposite Sbi Bank, 560032",     ,0.0,+91 90361 62205,,,,
Aapikka's Restaurant,"A3 19th Cross, Near Alliance College, Bengaluru 560076 India",India,560076,Karnataka,Chinese        ,,   ,                       ,                            ,13.06,77.59,"A3 19th Cross, Near Alliance College, 560076",     ,0.0,+91 98867 06667,,,,
White Petals Cafe,"Somanahalli, Bolare, Near Aps College of Engineering, Kanakapura Road, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.88,77.54,"Somanahalli, Bolare, Near Aps College of Engineering, Kanakapura Road",     ,0.0,+91 90355 63530,,,,
Brik Oven,"Prem Chambers, Jyoti Nivas College Rd, Koramangala, Bengaluru 560034 India",India,560034,Karnataka,Pizza        ,,   ,                       ,                            ,12.93,77.61,"Prem Chambers, Jyoti Nivas College Rd, Koramangala, 560034",     ,0.0,+91 80 4099 8032,,,,
Roadside Adda,"4 M S R College Road, Bengaluru 560054 India",India,560054,Karnataka,Pizza        ,,   ,                       ,                            ,13.03,77.56,"4 M S R College Road, 560054",     ,0.0,+91 76768 27901,,,,
New City Kitchen,"Slv Layout T C Palaya Main Road, Near Axis Bank Atm, Bengaluru 560036 India",India,560036,Karnataka,Chinese        ,,   ,                       ,                            ,13.02,77.69,"Slv Layout T C Palaya Main Road, Near Axis Bank Atm, 560036",     ,0.0,+91 80 6568 1315,,,,
Sky Lounge,"Nagavara House of Life, near Manyata Tech. Park, Bengaluru 560024 India",India,560024,Karnataka,Indian        ,,   ,                       ,                            ,13.01,77.66,"Nagavara, House of Life, near Manyata Tech. Park, 560024",     ,0.0,+91 76981 81000,,,,
Eden Food Park,"21, Ramaiah Layout, Kammanahalli Bus Stop, St. Thomas Town , Opposite to Mary Statute, Kammanahalli, Bengaluru 560084 India",India,560084,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.64,"21, Ramaiah Layout, Kammanahalli Bus Stop, St. Thomas Town , Opposite to Mary Statute, Kammanahalli, 560084",     ,0.0,+91 85537 77257,,,,
Kabaab Junction,"36/7, K Narayanapura Cross, Kothanur Post, Hennur Main Road, Geddalahalli, Opposite St Michaels School, Hennuru, Bengaluru 560084 India",India,560084,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.62,"36/7, K Narayanapura Cross, Kothanur Post, Hennur Main Road, Geddalahalli, Opposite St Michaels School, Hennuru, 560084",     ,0.0,+91 80 6530 3100,,,,
New Sagar,"Venkatapura New Sagar Main Road 8'th Cross Road, Bengaluru 560034 India",India,560034,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.63,"Venkatapura New Sagar Main Road 8'th Cross Road, 560034",     ,0.0,+91 99017 43557,,,,
Hotel Sagar Restaurant,"R S Palya, Main Road, Kammanahalli, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.02,77.63,"R S Palya, Main Road, Kammanahalli",     ,0.0,+91 99724 15213,,,,
Beach Villa Restro,"50/8A, Gubbi Cross, Opposite Biozeen, Hennur Bagalur Main Road, Kothanur Post, Hennur, Bengaluru 560077 India",India,560077,Karnataka,Chinese International       ,,   ,                       ,                            ,13.06,77.65,"50/8A, Gubbi Cross, Opposite Biozeen, Hennur Bagalur Main Road, Kothanur Post, Hennur, 560077",     ,0.0,+91 97426 22111,,,,
Burger King,"No 19/2, Cts Binnipete, Old Mysuru Road, Bengaluru 560023 India",India,560023,Karnataka,        ,,   ,                       ,                            ,12.98,77.56,"No 19/2, Cts Binnipete, Old Mysuru Road, 560023",     ,0.0,+91 89767 70057,,,,
Domino's Pizza,"Ground Floor, No 02, Byatarayanapura Cmc, Khata No 80, Bengaluru 560045 India",India,560045,Karnataka,Pizza        ,,   ,                       ,                            ,13.04,77.62,"Ground Floor, No 02, Byatarayanapura Cmc, Khata No 80, 560045",     ,0.0,+91 80 6888 6888,,,,
Friend's Fast Food Corner,"Anjanappa Building Near Kristu Jayanthi College K Narayanapura Main Road, Bengaluru 560077 India",India,560077,Karnataka,Chinese        ,,   ,                       ,                            ,13.07,77.64,"Anjanappa Building Near Kristu Jayanthi College K Narayanapura Main Road, 560077",     ,0.0,+91 87220 61342,,,,
Desi Dhaba,"Hsr Layout 27'th Main Road, Near Nift, Bengaluru 560034 India",India,560034,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.64,"Hsr Layout 27'th Main Road, Near Nift, 560034",     ,0.0,+91 97398 97924,,,,
Biriyani Paradise,"80 1'st Cross Road Near HDFC Bank, Bengaluru 560095 India",India,560095,Karnataka,Chinese        ,,   ,                       ,                            ,13.06,77.53,"80 1'st Cross Road, Near HDFC Bank, 560095",     ,0.0,+91 80 4125 1888,,,,
Kanchi Delight Family Restaurant,"15, 1st Cross, 1st Main, Srinivagilu, Viveknagar Post, Koramangala, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.93,77.64,"15, 1st Cross, 1st Main, Srinivagilu, Viveknagar Post, Koramangala",     ,0.0,+91 80 2571 5386,,,,
Peppers Restaurant,"4 20th 'd' Cross, Near More Super Mall, Bengaluru 560029 India",India,560029,Karnataka,Chinese        ,,   ,                       ,                            ,13.05,77.52,"4 20th 'd' Cross, Near More Super Mall, 560029",     ,0.0,+91 80 2668 4354,,,,
Ambur Biryani,"17, 1st Stage, Maruthinagar, 20th Main Road, Btm Layout, Btm, Bengaluru 560029 India",India,560029,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.61,"17, 1st Stage, Maruthinagar, 20th Main Road, Btm Layout, Btm, 560029",     ,0.0,+91 90364 42687,,,,
Biriyani House,"26/1, 1st Floor, Next to Eco Space Mall, Bellandur, Bengaluru 560049 India",India,560049,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.68,"26/1, 1st Floor, Next to Eco Space Mall, Bellandur, 560049",     ,0.0,+91 80 4965 3118,,,,
Green Park,"71/1A, Kaikondrahalli, Near South Indian Bank, Sarjapur Road, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.67,"71/1A, Kaikondrahalli, Near South Indian Bank, Sarjapur Road",     ,0.0,+91 82773 42342,,,,
Banashankari Biryani Corner,"30/7-31, 22nd Main, Nagendra Block, 1st Stage, Opposite Pes College, Banashankari, Bengaluru 560050 India",India,560050,Karnataka,Chinese        ,,   ,                       ,                            ,12.94,77.55,"30/7-31, 22nd Main, Nagendra Block, 1st Stage, Opposite Pes College, Banashankari, 560050",     ,0.0,+91 80 2642 2920,,,,
Keralapurada Abiruchi Miltry Hotel Restaurant,"16'th Main Road Btm 1St Stage, Bengaluru 560029 India",India,560029,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.61,"16'th Main Road, Btm 1St Stage, 560029",     ,0.0,+91 89716 76986,,,,
Hoopla Bitess,"28/2, 7th Main Road 2nd Stage, Btm, Bengaluru 560078 India",India,560078,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.57,"28/2, 7th Main Road, 2nd Stage, Btm, 560078",     ,0.0,+91 99166 18100,,,,
Sharma's Punjabi Restaurant,"16, 3rd Main Road, Rmv 2nd Stage, Opposite F M Silks, New Bel Road, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.57,"16, 3rd Main Road, Rmv 2nd Stage, Opposite F M Silks, New Bel Road",     ,0.0,+91 98458 33833,,,,
A Biryani Junction,"187 Kbar Main Road, Bengaluru 560047 India",India,560047,Karnataka,Chinese        ,,   ,                       ,                            ,12.97,77.65,"187 Kbar Main Road, 560047",     ,0.0,+91 80 3249 3940,,,,
Rags Resto,"Horamavu Agra, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.04,77.65,Horamavu Agra,     ,0.0,+91 98803 09988,,,,
Xanadu,"5, 1st Main, 3rd Cross, Maruti Nagar, Madiwala, BTM, Bengaluru 560029 India",India,560029,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.61,"5, 1st Main, 3rd Cross, Maruti Nagar, Madiwala, BTM, 560029",     ,0.0,+91 97384 79440,,,,
Vogga's Food Court,"89 1'st Main Road, Opposite Chitra Bakery, Bengaluru 560032 India",India,560032,Karnataka,Chinese Cafe       ,,   ,                       ,                            ,13.04,77.6,"89 1'st Main Road, Opposite Chitra Bakery, 560032",     ,0.0,+91 80 6050 5999,,,,
Hotel Suki's Restaurant,"74, Bellary Road, Opposite Vetenary College, Near Cafe Coffee Day, Next to Cbi Office, RT Nagar, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.58,"74, Bellary Road, Opposite Vetenary College, Near Cafe Coffee Day, Next to Cbi Office, RT Nagar",     ,0.0,+91 80 2333 8443,,,,
Royal Kadai,"1st Floor 4th Block 609 30'th Cross Road, Near Universal Academy, Bengaluru 560069 India",India,560069,Karnataka,Chinese        ,,   ,                       ,                            ,12.92,77.61,"1st Floor 4th Block 609 30'th Cross Road, Near Universal Academy, 560069",     ,0.0,+91 80 4126 6996,,,,
Hot N Spice Chinese Corner,"Hutchins Road, North Road Junction, Cooke Town, Frazer Town, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.62,"Hutchins Road, North Road Junction, Cooke Town, Frazer Town",     ,0.0,+91 80 6563 6665,,,,
Andhra Chillies,"91/13, TC Palya Main Road, Near RK Apartments, Rammurthy Nagar, Bengaluru 560057 India",India,560057,Karnataka,Chinese        ,,   ,                       ,                            ,13.02,77.68,"91/13, TC Palya Main Road, Near RK Apartments, Rammurthy Nagar, 560057",     ,0.0,+91 91646 99900,,,,
Wow China,"No Fb14, 2nd Floor, Lulu Global Mall, Bbmp, Binnipete, Gopalapura, Rajajinagar, Bengaluru 560023 India",India,560023,Karnataka,        ,,   ,                       ,                            ,12.98,77.56,"No Fb14, 2nd Floor, Lulu Global Mall, Bbmp, Binnipete, Gopalapura, Rajajinagar, 560023",     ,0.0,+91 86180 34631,,,,
Akshatha Shri,"1st Floor 3rd Block 23 41'st Cross Road, Opposite Esi Hospital, Bengaluru 560010 India",India,560010,Karnataka,Chinese        ,,   ,                       ,                            ,13.0,77.55,"1st Floor 3rd Block 23 41'st Cross Road, Opposite Esi Hospital, 560010",     ,0.0,+91 80 2320 6999,,,,
Flavour Square Express,"7th Cross, Near Icici Bank, Bengaluru 560076 India",India,560076,Karnataka,Chinese        ,,   ,                       ,                            ,13.03,77.68,"7th Cross, Near Icici Bank, 560076",     ,0.0,+91 89048 26843,,,,
Vaishavi Andhra Style Restaurant,"14/14, RK Commercial Complex, TC Palya Main Road, Rammurthy Nagar, Bengaluru 560057 India",India,560057,Karnataka,Chinese        ,,   ,                       ,                            ,13.02,77.68,"14/14, RK Commercial Complex, TC Palya Main Road, Rammurthy Nagar, 560057",     ,0.0,+91 80 4219 6111,,,,
Royal Restaurant,"Maruthi Complex, Near Anjaneya Statue, Old Town, Yelahanka, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,13.07,77.54,"Maruthi Complex, Near Anjaneya Statue, Old Town, Yelahanka",     ,0.0,+91 89513 68885,,,,
Sri Ranga Palace,"20, Kumbagodu, Mysore Road, Kengeri Hobli, Bengaluru 560060 India",India,560060,Karnataka,Chinese        ,,   ,                       ,                            ,12.91,77.48,"20, Kumbagodu, Mysore Road, Kengeri Hobli, 560060",     ,0.0,+91 88845 67778,,,,
Kusum Rolls,"81/7, Chanakya Layout, Opposite Manyata Techpach, Nagawara Ring Road, Nagawara, Bengaluru 560016 India",India,560016,Karnataka,Chinese        ,,   ,                       ,                            ,13.01,77.69,"81/7, Chanakya Layout, Opposite Manyata Techpach, Nagawara Ring Road, Nagawara, 560016",     ,0.0,+91 88615 34173,,,,
Taste Buds,"Mantri Square Mall, 49, 3rd Floor, Food Court, Sampige Road, Malleshwaram, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,12.99,77.57,"Mantri Square Mall, 49, 3rd Floor, Food Court, Sampige Road, Malleshwaram",     ,0.0,+91 99867 96856,,,,
Guntoor Mirchi,"Thigalarapalya Forum Shantiniketan, Bengaluru 560067 India",India,560067,Karnataka,        ,,   ,                       ,                            ,,,"Thigalarapalya, Forum Shantiniketan, 560067",     ,1.0,,5993.0,5284.0,3.0,3.0
Hungroo,"199, 1st Main, 7th Block, Near Someshwara Temple, Koramangala, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.93,77.64,"199, 1st Main, 7th Block, Near Someshwara Temple, Koramangala",     ,0.0,+91 96635 21065,,,,
Royal Restaurant,"80 Feet Main Road, Bengaluru 560077 India",India,560077,Karnataka,Chinese        ,,   ,                       ,                            ,13.07,77.63,"80 Feet Main Road, 560077",     ,0.0,+91 94489 13467,,,,
Kalpaka,"174 2nd Cross Road, Near Sathya Hospital Opposite To RC Church, Cross Ramaiah Layout, Kammanahalli, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.01,77.65,"174 2nd Cross Road, Near Sathya Hospital, Opposite To RC Church, Cross Ramaiah Layout, Kammanahalli, 560043",Lunch Dinner    ,0.0,+91 80 2544 3137,,,,
Dsa Home Food,"22, 2nd Cross, Tavarekere Main Road, Balaji Nagar, Btm, Bengaluru 560029 India",India,560029,Karnataka,Chinese Fast Food       ,,   ,                       ,                            ,12.92,77.61,"22, 2nd Cross, Tavarekere Main Road, Balaji Nagar, Btm, 560029",     ,0.0,+91 98450 40679,,,,
Madura Restaurant,"305180 Feet Road, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.97,77.63,"305180 Feet Road, 560038",     ,0.0,,,,,
Masala Art,"404, 3rd a Main, Opposite Jal Vayu Vihar Main Gate, 3rd Block, Hrbr Layout, Kalyan Nagar, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,13.03,77.64,"404, 3rd a Main, Opposite Jal Vayu Vihar Main Gate, 3rd Block, Hrbr Layout, Kalyan Nagar",     ,0.0,,,,,
Sri Akshayas,"6, 16th Main, 2nd Stage, Opposite To IAS Colony Playground, BTM Layout, Bengaluru 560076 India",India,560076,Karnataka,Chinese        ,,   ,                       ,                            ,12.91,77.61,"6, 16th Main, 2nd Stage, Opposite To IAS Colony Playground, BTM Layout, 560076",     ,0.0,+91 80 4210 6262,,,,
Chicken County,"561, Mosque Complex, Opposite Ganesh Temple, New Bel Road, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,12.97,77.53,"561, Mosque Complex, Opposite Ganesh Temple, New Bel Road",     ,0.0,+91 80 2351 4456,,,,
Madras Tiffins,"407, 7th Main Rd, Hrbr Layout 2nd Block, Hrbr Layout, Kalyan Nagar, Bengaluru 560043 India",India,560043,Karnataka,Indian        ,,   ,                       ,                            ,13.02,77.64,"407, 7th Main Rd, Hrbr Layout 2nd Block, Hrbr Layout, Kalyan Nagar, 560043",     ,0.0,+91 98805 36567,,,,
King's Way,"12, Hkp Road, Shivajinagar, Bengaluru 560051 India",India,560051,Karnataka,        ,,   ,                       ,                            ,12.99,77.6,"12, Hkp Road, Shivajinagar, 560051",     ,0.0,,,,,
